Rank_year,Rank_yearPrev,Company,Notes,Country,ArmsRevenue_year,ArmsRevenue_yearPrev,TotalRevenue_year,ArmsRevenue_pctTotRevenue_year,ArmsRevenue_yearPrev_constant2022Prices,Year
22,27,Russian Helicopters,Russia,3890,3500,4425,0.8790960451977401,3696.6279382973653,2974.9938582070404,2014
23,28,Babcock International Group,United Kingdom,3560,3270,7415,0.4801078894133513,3258.446758565334,3198.2456811075667,2014
24,22,Leidos,United States,3390,3930,5063,0.6695634999012443,4192.663812640967,4939.370265992397,2014
25,23,General Electric,United States,3210,3850,148589,0.021603214235239487,3970.0444951556055,4838.823288567616,2014
26,21,Science Applications International Corp.,United States,3170,3930,4121,0.7692307692307693,3920.5735357144144,4939.370265992397,2014
27,24,MBDA,Trans-European,3120,3650,3183,0.9802073515551367,2864.6664652949357,3372.415006037382,2014
28,34,Harris Corp.,United States,3110,2850,5083,0.6118433995671847,3846.3670965526276,3581.9860707578455,2014
29,31,Safran,France,3100,3000,20365,0.15222194942302972,2769.029924171246,2691.2699629407025,2014
30,115,AECOM Technology Corp.,United States,3080,680,19500,0.15794871794871795,3809.2638769717337,854.6493081106439,2014
31,33,Rheinmetall,Germany,2970,2860,6220,0.477491961414791,2801.1371129208246,2719.7866758206383,2014
32,38,Israel Aerospace Industries,Israel,2880,2660,3947,0.7296681023562199,3259.5329015911016,3052.9494160009635,2014
33,46,Tactical Missiles Corp.,Russia,2810,2230,2911,0.9653040192373755,2670.3147831916704,1895.4960868004857,2014
34,35,Elbit Systems,Israel,2810,2840,2958,0.9499661933739013,3180.308143566318,3259.5399779859913,2014
35,30,CACI International,United States,2730,3030,3313,0.8240265620283731,3376.3929818613096,3808.2167699636043,2014
36,32,Saab,Sweden,2710,2950,3429,0.7903178769320501,2158.434603668147,2226.80763992566,2014
37,64,United Launch Alliance,United States,2520,1270,. .,. .,3116.670444795055,1596.1832666184084,2014
38,40,Bechtel Corp.,United States,2480,2470,37200,0.06666666666666667,3067.1994853538636,3104.387927990133,2014
39,58,Alliant Techsystems,United States,2340,1820,4229,0.5533222984157011,2894.051127309694,2287.443736413782,2014
40,43,Hindustan Aeronautics,India,2330,2390,2560,0.91015625,2661.5219688007414,2796.0056399631117,2014
41,-,High Precision Systems,Russia,2320,. .,2322,0.9991386735572783,2204.6727035603826,. .,2014
42,60,ThyssenKrupp,Germany,2310,1770,54802,0.042151746286631875,2178.662198938419,1683.2246210498354,2014
43,37,Hewlett-Packard Company,United States,2300,2700,111454,0.02063631632781237,2844.5801678685025,3393.4604880863803,2014
44,-,United Instrument Manufacturing Corp.,Russia,2290,. .,2535,0.903353057199211,2176.1640048074464,. .,2014
45,45,CEA,France,2290,2270,5780,0.3961937716262976,2045.5092020490815,2036.394271958465,2014
46,55,KRET,Russia,2240,1850,2746,0.8157319737800437,2128.6495068858867,1572.4967536237214,2014
47,36,United Engine Corp.,Russia,2240,2720,3673,0.6098557037843725,2128.6495068858867,2311.995226949471,2014
48,42,Rockwell Collins,United States,2230,2400,4979,0.447881100622615,2758.0059888464175,3016.409322743449,2014
49,41,Computer Sciences Corp.,United States,2230,2400,12173,0.1831923108518853,2758.0059888464175,3016.409322743449,2014
50,26,Exelis,United States,2230,3560,3277,0.6805004577357339,2758.0059888464175,4474.340495402783,2014
51,39,Serco Group,United Kingdom,2180,2560,7826,0.2785586506516739,1995.3409926046147,2503.825365026107,2014
52,50,Kawasaki Heavy Industries,Japan,2080,2030,14027,0.14828544949026876,1751.8258097379412,1618.4361356564452,2014
53,48,General Atomics,United States,2060,2170,. .,. .,2547.7544112213545,2727.336762647202,2014
54,51,ST Engineering,Singapore,2010,2010,5161,0.3894594070916489,2001.4180078009128,1996.801939557556,2014
55,52,Rafael,Israel,2000,2010,2047,0.9770395701025891,2263.5645149938205,2306.9279421661417,2014
56,57,Cobham,United Kingdom,1860,1820,3050,0.6098360655737705,1702.4469019470566,1780.0633454482481,2014
57,56,Indian Ordnance Factories,India,1800,1830,1862,0.966702470461869,2056.111392206581,2140.874611352508,2014
58,29,Oshkosh Corp.,United States,1730,3050,6808,0.25411280846063455,2139.618995831526,3833.3535143197996,2014
59,47,ManTech International Corp.,United States,1690,2210,1774,0.9526493799323562,2090.1480363903347,2777.6102513595924,2014
60,61,Fincantieri,Italy,1590,1660,5837,0.27240020558506084,1435.542013643528,1501.215128956039,2014
61,53,Fluor Corp.,United States,1500,1970,21532,0.06966375626973806,1855.1609790446755,2475.9693190852477,2014
62,119,PGZ,Poland,1460,650,1615,0.9040247678018576,1336.4390305158483,596.4572851306605,2014
63,66,Embraer,Brazil,1460,1210,6345,0.23010244286840031,1073.3527593796564,866.4280913363931,2014
64,85,UralVagonZavod,Russia,1450,940,3323,0.4363526933493831,1377.920439725239,798.9983504898909,2014
65,72,LIG Nex1,South Korea,1330,1100,1330,1,1244.8760280405475,1084.2035837041576,2014
66,79,Nexter,France,1320,990,1390,0.9496402877697842,1179.0708064213047,888.1190877704319,2014
67,54,Dassault Aviation Groupe,France,1320,1860,4881,0.2704363859864782,1179.0708064213047,1668.5873770232356,2014
68,49,DynCorp International,United States,1300,2150,2252,0.5772646536412078,1607.8061818387189,2702.2000182910065,2014
69,76,Austal,Australia,1240,1030,1275,0.9725490196078431,1144.1090801916719,909.4410402494943,2014
70,-,The Babcock & Wilcox Companies,United States,1200,. .,2923,0.4105371193978789,1484.1287832357405,. .,2014
71,70,GenCorp,United States,1180,1120,1597,0.73888541014402,1459.3933035151447,1407.6576839469428,2014
72,63,IHI Corp.,Japan,1180,1340,13742,0.08586814146412458,993.8242574474859,1068.327301369279,2014
73,-,Vectrus,United States,1170,. .,1203,0.972568578553616,1447.025563654847,. .,2014
74,62,Korea Aerospace Industries,South Korea,1160,1400,2198,0.5277525022747953,1085.7565357346127,1379.895470168928,2014
75,89,Jacobs Engineering Group,United States,1140,920,12695,0.08979913351713273,1409.9223440739534,1156.2902403849887,2014
76,71,ASELSAN,Türkiye,1130,1110,1158,0.9758203799654577,599.9443706549891,558.0353430886954,2014
77,69,Sierra Nevada Corp.,United States,1100,1150,. .,. .,1360.451384632762,1445.362800481236,2014
78,68,Mitsubishi Electric Corp.,Japan,1040,1170,40805,0.02548707266266389,875.9129048689706,932.7932407478033,2014
79,82,Samsung Techwin,South Korea,1030,960,2556,0.4029733959311424,964.0769239712511,946.2140366872649,2014
80,74,Triumph Group,United States,1010,1050,3889,0.25970686551812805,1249.1417258900815,1319.679078700259,2014
81,75,Precision Castparts Corp.,United States,1000,1050,10005,0.09995002498750624,1236.7739860297838,1319.679078700259,2014
82,67,QinetiQ,United Kingdom,990,1190,1258,0.7869634340222575,906.1410929718204,1163.8875720238545,2014
83,83,GKN,United Kingdom,990,950,12277,0.08063859249002199,906.1410929718204,929.1539440526569,2014
84,107,Pilatus Aircraft,Switzerland,960,770,1281,0.7494145199063232,948.3267616803779,769.4631584965404,2014
85,65,NEC Corp.,Japan,960,1220,27708,0.0346470333477696,808.5349891098191,972.6561997541198,2014
86,91,Bharat Electronics,India,950,900,1097,0.8659981768459435,1085.1699014423623,1052.8891531241843,2014
87,86,Hanwha Corp.,South Korea,950,930,35573,0.026705647541674867,889.1971628861054,916.6448480407878,2014
88,77,Krauss-Maffei Wegmann,Germany,940,1010,991,0.9485368314833501,886.5551805203957,960.4841057967988,2014
89,80,Engility,United States,930,990,1367,0.6803218727139722,1150.1998070076988,1244.2688456316728,2014
90,93,ASC,Australia,920,880,928,0.9913793103448276,848.8551240131759,776.9981703102476,2014
91,73,Kongsberg Gruppen,Norway,920,1080,2635,0.349146110056926,749.171516922361,836.6563223909255,2014
92,81,Meggitt,United Kingdom,890,960,2559,0.34779210629152013,814.6116896413336,938.9345118847903,2014
93,87,Fujitsu,Japan,890,920,44865,0.01983728964671793,749.5793128205614,733.4784457162215,2014
94,94,Moog,United States,860,860,2648,0.324773413897281,1063.625627985614,1080.8800073164025,2014
95,106,Turkish Aerospace Industries,Türkiye,850,780,1001,0.8491508491508492,451.2855885457883,392.13294379205627,2014
96,59,UkrOboronProm,Ukraine,840,1780,883,0.9513023782559457,961.9721534733712,1536.2071280200155,2014
97,104,RTI Group,Russia,840,780,2111,0.3979156797726196,798.2435650822074,662.998631257569,2014
98,96,RUAG,Switzerland,840,830,1944,0.43209876543209874,829.7859164703307,829.4213266910759,2014
99,98,CNH Industrial,Trans-European,820,820,32958,0.024880150494568844,752.8931094685408,757.6384397125078,2014
100,95,Cubic Corp.,United States,800,840,1398,0.5722460658082976,989.419188823827,1055.7432629602072,2014
1,1,Lockheed Martin Corp.,United States,35400,36000,45358,0.7804576921381013,44492.037510465874,45908.920072955836,2013
2,2,Boeing,United States,30700,30600,86623,0.35440933701210997,38584.90258675995,39022.58206201246,2013
3,3,BAE Systems,United Kingdom,26800,27180,28002,0.9570744946789514,26211.92179011706,26911.621060467107,2013
4,4,Raytheon,United States,21950,22500,23706,0.9259259259259259,27587.57693092446,28693.075045597394,2013
5,6,Northrop Grumman Corp.,United States,20200,19400,24661,0.8191070921698228,25388.111799757364,24739.806928203976,2013
6,5,General Dynamics Corp.,United States,18660,20940,31218,0.597732077647511,23452.582484330316,26703.68850910264,2013
7,7,EADS,Trans-European,15740,15400,78693,0.20001779065482317,14542.962245213259,14877.503954759564,2013
8,9,United Technologies Corp.,United States,11900,12120,62626,0.1900169258774311,14956.362891936267,15456.003091228464,2013
9,8,Finmeccanica,Italy,10560,12530,21292,0.49596092429081345,9549.898651672152,11852.48003611062,2013
10,11,Thales,France,10370,8880,18850,0.5501326259946949,9302.823171898362,8303.113025653924,2013
11,10,L-3 Communications,United States,10340,10840,12629,0.8187504948927072,12995.696832153026,13823.685933078923,2013
12,15,Almaz-Antey,Russia,8170,5810,8547,0.9558909558909559,6944.485663300434,5106.874565782091,2013
13,14,Huntington Ingalls Industries,United States,6550,6440,6820,0.9604105571847508,8232.283776653996,8212.595701939877,2013
14,18,United Aircraft Corp.,Russia,5580,4380,6912,0.8072916666666666,4742.990208227224,3849.9329773021614,2013
15,17,Rolls-Royce,United Kingdom,5550,4990,24252,0.2288471053933696,5428.215146833943,4940.728075486787,2013
16,47,United Shipbuilding Corp.,Russia,5110,2330,6390,0.7996870109546166,4343.491032982279,2048.0237071036613,2013
17,16,Honeywell International,United States,4870,5110,39055,0.12469594162079119,6120.797250733582,6516.51615480012,2013
18,24,DCNS,France,4380,3600,4460,0.9820627802690582,3929.2541458934256,3366.126902292131,2013
19,25,Textron,United States,4160,3550,12104,0.34368803701255785,5228.442826088645,4527.129618305366,2013
20,28,Booz Allen Hamilton,United States,4100,3200,5479,0.7483117357181968,5153.032593020059,4080.792895373852,2013
21,12,Science Applications International Corp.,United States,3930,7820,5772,0.6808731808731808,4939.370265992397,9972.43763806985,2013
22,12,Leidos,United States,3930,7820,5772,0.6808731808731808,4939.370265992397,9972.43763806985,2013
23,19,General Electric,United States,3850,4100,146045,0.02636173782053477,4838.823288567616,5228.515897197748,2013
24,22,MBDA,Trans-European,3650,3790,3718,0.9817105970952125,3372.415006037382,3661.4116875674513,2013
25,32,Mitsubishi Heavy Industries,Japan,3590,3010,34320,0.1046037296037296,2862.1604566535166,1968.5168951678152,2013
26,21,Exelis,United States,3560,3800,4816,0.739202657807309,4474.340495402783,4845.941563256449,2013
27,26,Russian Helicopters,Russia,3500,3520,4343,0.8058945429426664,2974.9938582070404,3094.0100639505954,2013
28,30,Babcock International Group,United Kingdom,3270,3180,5547,0.5895078420767983,3198.2456811075667,3148.6002565226418,2013
29,20,Oshkosh Corp.,United States,3050,3950,7665,0.3979125896934116,3833.3535143197996,5037.228730227098,2013
30,29,CACI International,United States,3030,3180,3565,0.8499298737727911,3808.2167699636043,4055.287939777765,2013
31,31,Safran,France,3000,3080,19515,0.15372790161414296,2691.2699629407025,2879.9085719610457,2013
32,35,Saab,Sweden,2950,2910,3646,0.8091058694459682,2226.80763992566,2283.6318873460045,2013
33,33,Rheinmetall,Germany,2860,3000,5866,0.4875554040231845,2719.7866758206383,2992.4942007805253,2013
34,27,Harris Corp.,United States,2850,3220,5012,0.568635275339186,3581.9860707578455,4106.297850969939,2013
35,37,Elbit Systems,Israel,2840,2750,2925,0.9709401709401709,3259.5399779859913,3423.67136800075,2013
36,42,United Engine Corp.,Russia,2720,2460,4991,0.544980965738329,2311.995226949471,2162.2911242382,2013
37,40,Hewlett-Packard Company,United States,2700,2500,112298,0.024043170848991078,3393.4604880863803,3188.1194495108216,2013
38,39,Israel Aerospace Industries,Israel,2660,2540,3642,0.7303679297089511,3052.9494160009635,3162.2273726261474,2013
39,50,Serco Group,United Kingdom,2560,2200,8042,0.3183287739368316,2503.825365026107,2178.276907028243,2013
40,46,Bechtel Corp.,United States,2470,2340,39400,0.06269035532994924,3104.387927990133,2984.079804742129,2013
41,23,Computer Sciences Corp.,United States,2400,3690,12998,0.18464379135251577,3016.409322743449,4705.664307477973,2013
42,38,Rockwell Collins,United States,2400,2590,4610,0.5206073752711496,3016.409322743449,3302.8917496932113,2013
43,43,Hindustan Aeronautics,India,2390,2430,2582,0.9256390395042603,2796.0056399631117,2852.1480454457624,2013
44,36,URS Corp.,United States,2310,2850,10991,0.21017195887544354,2903.2939731405695,3634.4561724423365,2013
45,51,CEA,France,2270,2190,5732,0.39602233077459875,2036.394271958465,2047.7271988943799,2013
46,79,Tactical Missiles Corp.,Russia,2230,990,2421,0.9211069805865345,1895.4960868004857,870.190330486105,2013
47,41,ManTech International Corp.,United States,2210,2470,2310,0.9567099567099567,2777.6102513595924,3149.862016116692,2013
48,53,General Atomics,United States,2170,2070,. .,. .,2727.336762647202,2639.7629041949604,2013
49,34,DynCorp International,United States,2150,3000,3287,0.6540918770915729,2702.2000182910065,3825.743339412986,2013
50,44,Kawasaki Heavy Industries,Japan,2030,2430,14196,0.14299802761341224,1618.4361356564452,1589.2013472617245,2013
51,54,ST Engineering,Singapore,2010,1890,5301,0.379173740803622,1996.801939557556,1919.3866344033574,2013
52,57,Rafael,Israel,2010,1700,2047,0.9819247679531021,2306.9279421661417,2116.4513911277363,2013
53,49,Fluor Corp.,United States,1970,2260,27352,0.0720239836209418,2475.9693190852477,2882.0599823577827,2013
54,61,Dassault Aviation Groupe,France,1860,1470,6100,0.30491803278688523,1668.5873770232356,1374.5018184359535,2013
55,65,KRET,Russia,1850,1380,2427,0.7622579316028019,1572.4967536237214,1212.992581889722,2013
56,52,Indian Ordnance Factories,India,1830,2130,1917,0.9546165884194053,2140.874611352508,2500.0310027981377,2013
57,55,Cobham,United Kingdom,1820,1880,2798,0.6504646175839885,1780.0633454482481,1861.4366296423166,2013
58,48,Alliant Techsystems,United States,1820,2330,4775,0.381151832460733,2287.443736413782,2971.327326944086,2013
59,60,UkrOboronProm,Ukraine,1780,1520,1871,0.951362907536077,1536.2071280200155,1308.3602079793493,2013
60,58,ThyssenKrupp,Germany,1770,1530,52831,0.0335030569173402,1683.2246210498354,1526.1720423980678,2013
61,62,Fincantieri,Italy,1660,1450,5061,0.32799841928472634,1501.215128956039,1371.5958541388986,2013
62,74,Korea Aerospace Industries,South Korea,1400,1030,1842,0.760043431053203,1379.895470168928,1058.121668238799,2013
63,56,IHI Corp.,Japan,1340,1880,13362,0.10028438856458614,1068.327301369279,1229.5055690749145,2013
64,45,United Launch Alliance,United States,1270,2390,. .,. .,1596.1832666184084,3047.8421937323455,2013
65,59,NEC Corp.,Japan,1220,1520,31181,0.03912639107148584,972.6561997541198,994.0683324435479,2013
66,73,Embraer,Brazil,1210,1060,6324,0.19133459835547123,866.4280913363931,730.2071610971318,2013
67,64,QinetiQ,United Kingdom,1190,1410,1862,0.6390977443609023,1163.8875720238545,1396.0774722317374,2013
68,63,Mitsubishi Electric Corp.,Japan,1170,1420,41542,0.028164267488325068,932.7932407478033,928.669100045946,2013
69,85,Sierra Nevada Corp.,United States,1150,910,316,3.6392405063291138,1445.362800481236,1160.475479621939,2013
70,96,GenCorp,United States,1120,830,1383,0.8098336948662328,1407.6576839469428,1058.4556572375927,2013
71,92,ASELSAN,Türkiye,1110,860,1140,0.9736842105263158,558.0353430886954,438.43940558552237,2013
72,93,LIG Nex1,South Korea,1100,850,1104,0.9963768115942029,1084.2035837041576,873.20720194464,2013
73,67,Kongsberg Gruppen,Norway,1080,1180,2778,0.38876889848812096,836.6563223909255,924.3719192660874,2013
74,75,Triumph Group,United States,1050,1030,3763,0.27903268668615466,1319.679078700259,1313.5052131984585,2013
75,78,Precision Castparts Corp.,United States,1050,1000,9533,0.11014371131857757,1319.679078700259,1275.2477798043287,2013
76,89,Austal,Australia,1030,880,1084,0.9501845018450185,909.4410402494943,742.2094161865733,2013
77,81,Krauss-Maffei Wegmann,Germany,1010,980,1062,0.9510357815442562,960.4841057967988,977.5481055883049,2013
78,88,Patria Group,Finland,1000,890,1096,0.9124087591240876,900.6404152970733,840.565526068921,2013
