Rank_year,Rank_yearPrev,Company,Notes,Country,ArmsRevenue_year,ArmsRevenue_yearPrev,TotalRevenue_year,ArmsRevenue_pctTotRevenue_year,ArmsRevenue_yearPrev_constant2022Prices,Year
78,66,Tactical Missiles Corp.,Russia,990,1260,1039,0.9528392685274302,870.190330486105,1108.7207508200818,2012
79,81,Meggitt,United Kingdom,990,940,2537,0.390224674812771,980.2246081627093,941.2371700071699,2012
80,68,Krauss-Maffei Wegmann,Germany,980,1240,1031,0.950533462657614,977.5481055883049,1166.1909178878443,2012
81,83,Bharat Electronics,India,970,920,1125,0.8622222222222222,1138.5117712273209,1032.483660868151,2012
82,96,ASC,Australia,950,830,954,0.9958071278825996,801.2488015650508,715.0796705097507,2012
83,77,RUAG,Switzerland,930,1040,1856,0.5010775862068966,938.1168874323566,986.6569214760362,2012
84,102,Sierra Nevada Corp.,United States,910,750,1200,0.7583333333333333,1160.475479621939,976.2277180021681,2012
85,72,Nexter,France,910,1120,954,0.9538784067085954,850.8820780793999,986.8489698878783,2012
86,80,GKN,United Kingdom,900,970,10906,0.0825233816247937,891.1132801479175,971.2766541563349,2012
87,101,Patria Group,Finland,890,770,981,0.9072375127420998,840.565526068921,691.0352603975092,2012
88,116,Austal,Australia,880,620,931,0.9452201933404941,742.2094161865733,534.1558984530668,2012
89,51,KBR,United States,880,2180,7921,0.11109708370155283,1122.2180462278093,2837.5685669929685,2012
90,87,Cubic Corp.,United States,870,870,1381,0.6299782766111514,1109.4655684297659,1132.424152882515,2012
91,91,ASELSAN,Türkiye,860,850,909,0.9460946094609461,438.43940558552237,440.0680399492868,2012
92,98,LIG Nex1,South Korea,850,820,845,1.0059171597633136,873.20720194464,846.9191860306285,2012
93,84,CAE,Canada,840,900,2107,0.39867109634551495,802.3573738877003,864.2639274346728,2012
94,82,AAR CORP,United States,840,930,2137,0.3930744033692092,1071.2081350356361,1210.5223703226884,2012
95,104,GenCorp,United States,830,740,995,0.8341708542713567,1058.4556572375927,963.2113484288059,2012
96,95,Bumar Group,Poland,820,830,1031,0.7953443258971872,782.980370372964,746.7271845820271,2012
97,90,Ultra Electronics Group,United Kingdom,820,860,1202,0.6821963394342762,811.903210801436,861.1318789427298,2012
98,79,Moog,United States,820,1000,2470,0.3319838056680162,1045.7031794395496,1301.636957336224,2012
99,78,Diehl,Germany,800,1010,3638,0.2199010445299615,797.9984535414734,949.8813121505829,2012
100,-,RTI Group,Russia,800,310,2402,0.33305578684429643,703.1841054433172,272.78050218589317,2012
1,1,Lockheed Martin Corp.,United States,36270,35730,46499,0.7800167745542915,47210.37244258485,47975.65621465954,2011
2,3,Boeing,United States,30300,30000,68735,0.4408234523896123,39439.59980728759,40281.827216338825,2011
3,2,BAE Systems,United Kingdom,29470,33090,30639,0.9618460132510852,29508.78659586308,35681.38874853269,2011
4,5,General Dynamics Corp.,United States,23330,23940,32677,0.713957829666126,30367.190214654107,32144.89811863838,2011
5,6,Raytheon,United States,22900,22980,24791,0.9237223185833568,29807.48632299953,30855.879647715537,2011
6,4,Northrop Grumman Corp.,United States,20340,26800,26412,0.7701044979554748,26475.295712218798,35985.098979929346,2011
7,7,EADS,Trans-European,16400,16360,68328,0.2400187331694181,14933.883556156707,15963.932417007223,2011
8,8,Finmeccanica,Italy,14560,14410,24074,0.6048018609288028,13116.88517676661,14004.711894914437,2011
9,9,L-3 Communications,United States,12520,13070,15169,0.8253675258751401,16296.494705849525,17549.449390584945,2011
10,10,United Technologies Corp.,United States,11150,10980,55754,0.1999856512537217,14513.252074298898,14743.14876118001,2011
11,11,Thales,France,9480,9950,18111,0.5234387941030313,8352.97163797954,9396.376112147647,2011
12,12,Science Applications International Corp.,United States,7940,8230,10587,0.7499763861339378,10334.99744124962,11050.647933015616,2011
13,-,Huntington Ingalls Industries,United States,6380,. .,6575,0.9703422053231939,8304.44378780511,. .,2011
14,14,Honeywell International,United States,5280,5400,36529,0.1445426921076405,6872.643134735264,7250.728898940988,2011
15,21,United Aircraft Corp.,Russia,4850,3810,5502,0.881497637222828,4267.6949535534895,3757.48234797722,2011
16,17,Rolls-Royce,United Kingdom,4730,4330,18068,0.2617887978746956,4736.225334185014,4669.0968051117125,2011
17,13,Oshkosh Corp.,United States,4370,7080,7539,0.5796524738028916,5688.1535035593,9506.511223055963,2011
18,-,ITT Exelis,United States,4150,. .,5839,0.7107381400924816,5401.79337294533,. .,2011
19,22,MBDA,Trans-European,4100,3640,4172,0.9827420901246404,3733.4708890391767,3551.8773837351036,2011
20,18,General Electric,United States,4100,4300,147300,0.027834351663272233,5336.711525078519,5773.728567675231,2011
21,20,Almaz-Antey,Russia,3990,3950,4337,0.9199907770348167,3510.9490442635924,3895.552565488194,2011
22,16,Computer Sciences Corp.,United States,3860,4500,15364,0.25123665712054155,5024.318655317825,6042.274082450823,2011
23,15,Mitsubishi Heavy Industries,Japan,3620,4560,35347,0.10241321752906894,2366.8983599173357,3270.431840333534,2011
24,25,DCNS,France,3610,3320,3614,0.9988931931377975,3180.8256975850363,3135.273235410069,2011
25,23,Textron,United States,3500,3600,11275,0.31042128603104213,4555.729350676785,4833.819265960658,2011
26,29,Harris Corp.,United States,3400,3000,5925,0.5738396624472574,4425.5656549431615,4028.182721633882,2011
27,27,CACI International,United States,3380,3230,3774,0.895601483836778,4399.532915796437,4337.010063625813,2011
28,24,United Shipbuilding Corp.,Russia,3380,3360,4220,0.8009478672985783,2974.1874109300607,3313.685220263375,2011
29,36,Babcock International Group,United Kingdom,3220,2770,5198,0.6194690265486725,3224.237965343709,2986.9279792516036,2011
30,30,Booz Allen Hamilton,United States,3100,3000,5859,0.5291005291005291,4035.0745677422947,4028.182721633882,2011
31,33,Safran,France,3090,2860,16315,0.18939626110940852,2722.6458187085213,2700.8679076122885,2011
32,34,Saab,Sweden,3080,2780,3619,0.851063829787234,2337.2001332416453,2410.83620916116,2011
33,37,Rheinmetall,Germany,2980,2660,6192,0.481266149870801,2802.6201091175612,2680.274699542997,2011
34,31,Hewlett-Packard Company,United States,2930,2890,127245,0.023026445046956657,3813.7962849951364,3880.4826885073066,2011
35,32,Rockwell Collins,United States,2810,2860,4806,0.5846858094049106,3657.5998501147897,3840.2008612909676,2011
36,38,Hindustan Aeronautics,India,2790,2620,3044,0.9165571616294349,3131.118928067545,3137.548296549056,2011
37,39,ManTech International Corp.,United States,2770,2500,2870,0.9651567944250871,3605.5343718213408,3356.8189346949016,2011
38,58,Russian Helicopters,Russia,2740,1580,3537,0.774667797568561,2411.027664481765,1558.2210261952775,2011
39,45,DynCorp International,United States,2690,2210,3719,0.7233127184727077,3501.403415234443,2967.427938270293,2011
40,40,Elbit Systems,Israel,2680,2480,2817,0.9513667021654242,3148.460912738219,3150.3694545935205,2011
41,28,URS Corp.,United States,2670,3030,9545,0.27972760607647984,3475.3706760877185,4068.464548850221,2011
42,35,Alliant Techsystems,United States,2550,2780,4613,0.5527856058963798,3319.1742412073713,3732.782655380731,2011
43,42,Indian Ordnance Factories,India,2520,2330,2655,0.9491525423728814,2828.1074188997177,2790.26241639668,2011
44,41,Israel Aerospace Industries,Israel,2500,2400,3429,0.7290755322251385,2936.9971200916225,3048.7446334776005,2011
45,44,Goodrich Corp.,United States,2420,2230,8075,0.2996904024767802,3149.9614367536624,2994.282489747852,2011
46,47,Bechtel Corp.,United States,2330,2180,32900,0.07082066869300911,3032.8141105934023,2927.1461110539544,2011
47,46,CEA,France,2300,2200,5800,0.39655172413793105,2026.564848876893,2077.590698163299,2011
48,65,Fluor Corp.,United States,2260,1300,23381,0.09665968093751337,2941.6995235798663,1745.545846041349,2011
49,49,Kawasaki Heavy Industries,Japan,2250,2080,16337,0.1377241843667748,1471.1384833740346,1491.7759271696823,2011
50,48,Serco Group,United Kingdom,2230,2130,7444,0.29957012358946805,2232.9349884212647,2296.8074353089946,2011
51,26,KBR,United States,2180,3310,9261,0.23539574559982723,2837.5685669929685,4444.42826953605,2011
52,43,Cobham,United Kingdom,2160,2260,2970,0.7272727272727273,2162.8428587398794,2436.9881707973373,2011
53,63,ThyssenKrupp,Germany,2080,1340,68245,0.030478423327716317,1956.1912171021904,1350.2135704464722,2011
54,53,Navistar,United States,2000,1800,13958,0.1432870038687491,2603.273914672448,2416.909632980329,2011
55,54,ST Engineering,Singapore,1950,1800,4763,0.40940583665756874,2084.3541678254333,2195.2098905898793,2011
56,55,Rafael,Israel,1940,1780,1979,0.9802930773117736,2279.109765191099,2261.1522698292206,2011
57,62,General Atomics,United States,1710,1410,. .,. .,2225.7991970449434,1893.2458791679246,2011
58,56,Mitsubishi Electric Corp.,Japan,1670,1670,45603,0.036620397780847753,1091.9116743265058,1197.7239415256583,2011
59,50,Navantia,Spain,1650,2010,1736,0.9504608294930875,1501.2194697447844,1980.8389333809973,2011
60,61,IHI Corp.,Japan,1610,1410,15310,0.10516002612671456,1052.6813147698647,1011.2519506294481,2011
61,51,QinetiQ,United Kingdom,1580,1920,2355,0.6709129511677282,1582.0794985226896,2070.3616318278264,2011
62,59,Kongsberg Gruppen,Norway,1440,1500,2699,0.5335309373842164,1094.339764192886,1245.1370197375206,2011
63,77,Fincantieri,Italy,1390,940,3309,0.42006648534300395,1252.2301095951639,913.5620528257856,2011
64,-,UkrOboronProm,Ukraine,1340,. .,1403,0.955096222380613,1156.5757339942136,. .,2011
65,67,United Engine Corp.,Russia,1330,1250,2221,0.5988293561458803,1170.316348087864,1232.7697992051246,2011
66,68,Tactical Missiles Corp.,Russia,1260,1100,1324,0.9516616314199395,1108.7207508200818,1084.8374233005097,2011
67,-,Fujitsu,Japan,1250,510,55980,0.022329403358342267,817.2991574300192,365.77198214256634,2011
68,57,Krauss-Maffei Wegmann,Germany,1240,1610,1310,0.9465648854961832,1166.1909178878443,1622.2715286707612,2011
69,66,Dassault Aviation Groupe,France,1240,1270,4594,0.2699172834131476,1092.5827880901509,1199.336448485177,2011
70,75,NEC Corp.,Japan,1140,980,38052,0.029959003468937245,745.3768315761776,702.8559656857157,2011
71,52,AM General,United States,1130,1900,. .,. .,1470.8497617899332,2551.182390368125,2011
72,60,Nexter,France,1120,1430,1183,0.9467455621301775,986.8489698878783,1350.4339538061442,2011
73,73,Samsung Techwin,South Korea,1100,1010,2660,0.41353383458646614,1136.1111032118188,1131.9264444525722,2011
74,70,Triumph Group,United States,1090,1080,3408,0.3198356807511737,1418.7842834964842,1450.1457797881976,2011
75,78,Chemring Group,United Kingdom,1080,890,1194,0.9045226130653267,1081.4214293699397,959.6988814201902,2011
76,69,Jacobs Engineering Group,United States,1050,1090,10382,0.10113658254671547,1366.7188052030353,1463.5730555269772,2011
77,82,RUAG,Switzerland,1040,830,2001,0.5197401299350325,986.6569214760362,926.8891999386318,2011
78,71,Diehl,Germany,1010,1070,4072,0.2480353634577603,949.8813121505829,1078.155612222183,2011
79,76,Moog,United States,1000,960,2331,0.429000429000429,1301.636957336224,1289.0184709228422,2011
80,72,GKN,United Kingdom,970,1050,9793,0.09905034208107832,971.2766541563349,1132.2290174058423,2011
81,89,Meggitt,United Kingdom,940,780,2331,0.40326040326040324,941.2371700071699,841.0844129300543,2011
82,107,AAR CORP,United States,930,650,2065,0.45036319612590797,1210.5223703226884,872.7729230206745,2011
83,74,Bharat Electronics,India,920,1000,1222,0.7528641571194763,1032.483660868151,1197.5375177668152,2011
84,81,CAE,Canada,900,840,1840,0.4891304347826087,864.2639274346728,864.2214280959021,2011
85,94,UralVagonZavod,Russia,900,730,3000,0.3,791.9433934429155,719.9375627357928,2011
86,93,Korea Aerospace Industries,South Korea,890,740,1160,0.7672413793103449,919.217165325926,829.3322464305975,2011
87,87,Cubic Corp.,United States,870,810,1285,0.6770428015564203,1132.424152882515,1087.6093348411482,2011
88,86,Precision Castparts Corp.,United States,870,810,7202,0.12079977783948903,1132.424152882515,1087.6093348411482,2011
89,100,Embraer,Brazil,860,670,5893,0.14593585610045817,534.8447062250656,467.2836055389573,2011
90,80,Ultra Electronics Group,United Kingdom,860,880,1173,0.7331628303495311,861.1318789427298,948.915747921087,2011
91,92,ASELSAN,Türkiye,850,760,897,0.947603121516165,440.0680399492868,375.8921059527237,2011
92,-,Plasan Sasa,Israel,840,. .,887,0.9470124013528749,986.8310323507851,. .,2011
93,85,The Aerospace Corp.,United States,840,810,939,0.8945686900958466,1093.3750441624281,1087.6093348411482,2011
94,96,Doosan,South Korea,830,690,22552,0.036803831145796384,857.2474687870996,773.2962838339355,2011
95,79,Bumar Group,Poland,830,880,972,0.8539094650205762,746.7271845820271,839.8840111591052,2011
96,109,ASC,Australia,830,640,829,1.0012062726176116,715.0796705097507,640.51871730353,2011
97,90,Curtiss-Wright Corp.,United States,830,780,2017,0.4115022310361924,1080.358674589066,1047.3275076248094,2011
98,83,LIG Nex1,South Korea,820,820,817,1.003671970624235,846.9191860306285,918.9897865852566,2011
99,88,Mitre Corp.,United States,790,790,1389,0.5687544996400288,1028.293196295617,1060.754783363589,2011
100,-,United Launch Alliance,United States,780,. .,. .,. .,1015.2768267222548,. .,2011
1,1,Lockheed Martin Corp.,United States,35730,33430,45803,0.7800799074296444,47975.65621465954,45623.55537272582,2010
2,3,BAE Systems,United Kingdom,33090,31820,34446,0.9606340358822505,35681.38874853269,34881.384406575395,2010
3,2,Boeing,United States,30000,31900,64306,0.466519453861226,40281.827216338825,43535.48957193999,2010
4,4,Northrop Grumman Corp.,United States,26800,26000,34757,0.7710676985930892,35985.098979929346,35483.47112446519,2010
5,5,General Dynamics Corp.,United States,23940,23380,32466,0.7373868046571799,32144.89811863838,31907.829034230625,2010
6,6,Raytheon,United States,22980,23080,25183,0.912520351030457,30855.879647715537,31498.404367409872,2010
7,7,EADS,Trans-European,16360,15930,60599,0.26997145167412,15963.932417007223,15015.005390840233,2010
8,8,Finmeccanica,Italy,14410,13280,24762,0.5819400694612713,14004.711894914437,12492.473260338636,2010
9,9,L-3 Communications,United States,13070,13010,15680,0.8335459183673469,17549.449390584945,17755.383051126624,2010
10,10,United Technologies Corp.,United States,10980,10640,52275,0.21004304160688667,14743.14876118001,14520.92818324268,2010
11,11,Thales,France,9950,10200,17384,0.5723653934652554,9396.376112147647,9323.986187267314,2010
12,12,Science Applications International Corp.,United States,8230,8030,11117,0.7403076369524152,11050.647933015616,10958.933581902134,2010
13,29,Oshkosh Corp.,United States,7080,2770,9772,0.7245190339746214,9506.511223055963,3780.3544236449457,2010
14,13,Honeywell International,United States,5400,5380,32350,0.16692426584234932,7250.728898940988,7342.34902498549,2010
15,19,Mitsubishi Heavy Industries,Japan,4560,4170,33080,0.13784764207980654,3270.431840333534,3164.783707084617,2010
16,17,Computer Sciences Corp.,United States,4500,4590,16042,0.280513651664381,6042.274082450823,6264.197402357509,2010
17,18,Rolls-Royce,United Kingdom,4330,4260,16790,0.2578916021441334,4669.0968051117125,4669.85221785076,2010
18,16,General Electric,United States,4300,4700,150211,0.028626398865595728,5773.728567675231,6414.319780191785,2010
19,15,ITT Corporation,United States,4000,4730,10995,0.36380172805820826,5370.910295511843,6455.26224687386,2010
20,24,Almaz-Antey,Russia,3950,3250,4436,0.8904418394950406,3895.552565488194,3579.5219154702427,2010
21,31,United Aircraft Corp.,Russia,3810,2710,4633,0.8223613209583424,3757.48234797722,2984.770581822879,2010
22,21,MBDA,Trans-European,3640,3610,3709,0.9813966028579132,3551.8773837351036,3402.6471726888412,2010
23,23,Textron,United States,3600,3260,10525,0.342042755344418,4833.819265960658,4449.081379452175,2010
24,51,United Shipbuilding Corp.,Russia,3360,1810,4478,0.7503349709691827,3313.685220263375,1993.5183590772735,2010
25,22,DCNS,France,3320,3340,3315,1.0015082956259427,3135.273235410069,3053.1484181836104,2010
26,14,KBR,United States,3310,4990,10099,0.32775522328943457,4444.42826953605,6810.096958118513,2010
27,27,CACI International,United States,3230,2790,3578,0.902738960313024,4337.010063625813,3807.649401432996,2010
28,28,URS Corp.,United States,3030,2780,9177,0.33017325923504415,4068.464548850221,3794.001912538971,2010
29,36,Booz Allen Hamilton,United States,3000,2640,5591,0.5365766410302272,4028.182721633882,3602.9370680226198,2010
30,33,Harris Corp.,United States,3000,2700,5418,0.5537098560354374,4028.182721633882,3684.8220013867704,2010
31,55,Hewlett-Packard Company,United States,2890,1580,126033,0.022930502328755167,3880.4826885073066,2156.303245255962,2010
32,38,Rockwell Collins,United States,2860,2580,4665,0.6130760986066452,3840.2008612909676,3521.052134658469,2010
33,30,Safran,France,2860,2750,14252,0.20067358967162505,2700.8679076122885,2513.819805390697,2010
34,35,Saab,Sweden,2780,2640,3390,0.8200589970501475,2410.83620916116,2459.3447245580155,2010
35,25,Alliant Techsystems,United States,2780,2810,4842,0.5741429161503511,3732.782655380731,3834.944379221046,2010
36,45,Babcock International Group,United Kingdom,2770,2010,4473,0.6192711826514643,2986.9279792516036,2203.3809760281756,2010
37,37,Rheinmetall,Germany,2660,2640,5283,0.503501798220708,2680.274699542997,2564.0947247610497,2010
38,41,Hindustan Aeronautics,India,2620,2170,2868,0.9135285913528591,3137.548296549056,3080.756295234741,2010
39,50,ManTech International Corp.,United States,2500,1920,2604,0.9600614439324117,3356.8189346949016,2620.3178676528146,2010
40,32,Elbit Systems,Israel,2480,2700,2607,0.9512850019179133,3150.3694545935205,3705.2153855418137,2010
41,44,Israel Aerospace Industries,Israel,2400,2030,3150,0.7619047619047619,3048.7446334776005,2785.773049129586,2010
42,53,Indian Ordnance Factories,India,2330,1690,2451,0.9506323949408405,2790.26241639668,2399.298681542264,2010
43,40,Cobham,United Kingdom,2260,2260,2940,0.7687074829931972,2436.9881707973373,2477.4333362306847,2010
44,46,Goodrich Corp.,United States,2230,2010,6967,0.32008037892923785,2994.282489747852,2743.1452676990402,2010
45,34,DynCorp International,United States,2210,2650,3387,0.6524948331857101,2967.427938270293,3616.584556916645,2010
46,42,CEA,France,2200,2160,5485,0.4010938924339107,2077.590698163299,1974.491192597784,2010
47,49,Bechtel Corp.,United States,2180,1920,27900,0.07813620071684588,2927.1461110539544,2620.3178676528146,2010
48,43,Serco Group,United Kingdom,2130,2110,6686,0.3185761292252468,2296.8074353089946,2313.001920109179,2010
49,64,Kawasaki Heavy Industries,Japan,2080,1110,13978,0.148805265417084,1491.7759271696823,842.4244400153298,2010
50,48,Navantia,Spain,2010,1980,2102,0.956232159847764,1980.8389333809973,1893.7840148157547,2010
51,52,QinetiQ,United Kingdom,1920,1770,2630,0.7300380228136882,2070.3616318278264,1940.2907102337665,2010
52,20,AM General,United States,1900,3720,. .,. .,2551.182390368125,5076.865868577328,2010
53,26,Navistar,United States,1800,2800,12145,0.14820913956360643,2416.909632980329,3821.296890327021,2010
54,58,ST Engineering,Singapore,1800,1450,4389,0.4101161995898838,2195.2098905898793,1939.6483266785594,2010
55,56,Rafael,Israel,1780,1570,1812,0.9823399558498896,2261.1522698292206,2154.5141315928327,2010
56,57,Mitsubishi Electric Corp.,Japan,1670,1550,41528,0.0402138316316702,1197.7239415256583,1176.3584522736587,2010
57,54,Krauss-Maffei Wegmann,Germany,1610,1630,1693,0.9509746012994684,1622.2715286707612,1583.1342429395875,2010
58,74,Russian Helicopters,Russia,1580,890,2213,0.7139629462268414,1558.2210261952775,980.2383091595434,2010
59,67,Kongsberg Gruppen,Norway,1500,1090,2564,0.5850234009360374,1245.1370197375206,964.1201780905492,2010
60,61,Nexter,France,1430,1230,1425,1.0035087719298246,1350.4339538061442,1124.3630402292938,2010
61,-,IHI Corp.,Japan,1410,470,13526,0.10424367884075114,1011.2519506294481,356.7022403668513,2010
62,62,General Atomics,United States,1410,1130,. .,. .,1893.2458791679246,1542.1662450248334,2010
63,47,ThyssenKrupp,Germany,1340,1980,56452,0.023736980089279387,1350.2135704464722,1923.0710435707872,2010
64,39,Agility,Kuwait,1310,2490,5603,0.2338033196501874,1709.3442739570787,3409.1043454512705,2010
65,98,Fluor Corp.,United States,1300,710,20849,0.06235311046093338,1745.545846041349,968.9717114757804,2010
66,59,Dassault Aviation Groupe,France,1270,1360,5546,0.2289938694554634,1199.336448485177,1243.1981583023085,2010
67,99,United Engine Corp.,Russia,1250,680,2805,0.44563279857397503,1232.7697992051246,748.9461238522354,2010
68,75,Tactical Missiles Corp.,Russia,1100,880,1125,0.9777777777777777,1084.8374233005097,969.224395573481,2010
69,63,Jacobs Engineering Group,United States,1090,1130,9915,0.10993444276348967,1463.5730555269772,1542.1662450248334,2010
70,-,Triumph Group,United States,1080,480,2905,0.3717728055077453,1450.1457797881976,655.0794669132036,2010
71,68,Diehl,Germany,1070,1070,3609,0.29648101967303964,1078.155612222183,1039.2353619296678,2010
72,65,GKN,United Kingdom,1050,1110,8389,0.12516390511383954,1132.2290174058423,1216.7924792991416,2010
73,71,Samsung Techwin,South Korea,1010,930,3252,0.3105781057810578,1131.9264444525722,1185.0799496697693,2010
74,73,Bharat Electronics,India,1000,920,1234,0.8103727714748784,1197.5375177668152,1306.1270929105815,2010
75,78,NEC Corp.,Japan,980,860,35491,0.02761263418894931,702.8559656857157,652.6892057776429,2010
76,72,Moog,United States,960,920,2114,0.45411542100283825,1289.0184709228422,1255.5689782503068,2010
77,79,Fincantieri,Italy,940,860,3809,0.24678393279075872,913.5620528257856,809.0005274014478,2010
78,88,Chemring Group,United Kingdom,890,750,923,0.9642470205850487,959.6988814201902,822.1570806075282,2010
79,85,Bumar Group,Poland,880,770,1039,0.8469682386910491,839.8840111591052,780.075344958741,2010
80,81,Ultra Electronics Group,United Kingdom,880,810,1097,0.8021877848678214,948.915747921087,887.9296470561304,2010
81,96,CAE,Canada,840,710,1582,0.5309734513274337,864.2214280959021,824.959697798608,2010
82,92,RUAG,Switzerland,830,730,1722,0.4819976771196283,926.8891999386318,856.4248831292296,2010
83,89,LIG Nex1,South Korea,820,750,815,1.0061349693251533,918.9897865852566,955.7096368304591,2010
84,66,Shaw Group,United States,810,1100,6984,0.11597938144329897,1087.6093348411482,1501.2237783427584,2010
85,86,The Aerospace Corp.,United States,810,770,912,0.8881578947368421,1087.6093348411482,1050.8566448399308,2010
86,77,Precision Castparts Corp.,United States,810,880,6209,0.13045578998228377,1087.6093348411482,1200.9790226742066,2010
87,95,Cubic Corp.,United States,810,710,1194,0.678391959798995,1087.6093348411482,968.9717114757804,2010
88,84,Mitre Corp.,United States,790,780,1310,0.6030534351145038,1060.754783363589,1064.5041337339558,2010
89,82,Meggitt,United Kingdom,780,810,1795,0.43454038997214484,841.0844129300543,887.9296470561304,2010
90,87,Curtiss-Wright Corp.,United States,780,760,1855,0.42048517520215634,1047.3275076248094,1037.2091559459056,2010
91,91,Alion Science & Technology Corp.,United States,770,740,834,0.9232613908872902,1033.9002318860298,1009.9141781578555,2010
92,103,ASELSAN,Türkiye,760,640,792,0.9595959595959596,375.8921059527237,354.4296580018527,2010
93,109,Korea Aerospace Industries,South Korea,740,590,1096,0.6751824817518248,829.3322464305975,751.8249143066279,2010
94,83,UralVagonZavod,Russia,730,790,1814,0.402425578831312,719.9375627357928,870.0991732989205,2010
95,110,Hawker Beechcraft Corp.,United States,700,580,2805,0.24955436720142601,939.9093017145725,791.5543558534544,2010
96,113,Doosan,South Korea,690,550,19883,0.03470301262384952,773.2962838339355,700.85373367567,2010
97,106,Esterline Technologies Corp.,United States,690,640,1527,0.4518664047151277,926.4820259757929,873.4392892176048,2010
98,118,Salut,Russia,690,490,721,0.957004160887656,680.4889291612288,539.6817657170519,2010
99,80,VSE Corp.,United States,680,840,866,0.7852193995381063,913.0547502370133,1146.3890670981064,2010
100,-,Embraer,Brazil,670,470,5363,0.12493007644974828,467.2836055389573,391.324131916986,2010
1,3,Lockheed Martin Corp.,United States,33430,29880,45189,0.7397818053066012,45623.55537272582,40633.70968137423,2009
2,2,Boeing,United States,31900,30000,68281,0.4671870652157994,43535.48957193999,40796.89727045606,2009
3,1,BAE Systems,United Kingdom,31820,30750,33411,0.9523809523809523,34881.384406575395,29125.097379564315,2009
4,4,Northrop Grumman Corp.,United States,26000,26090,33755,0.770256258332099,35483.47112446519,35479.701659539955,2009
5,5,General Dynamics Corp.,United States,23380,21070,31981,0.7310590663206279,31907.829034230625,28653.020849616973,2009
6,6,Raytheon,United States,23080,21030,24881,0.9276154495398095,31498.404367409872,28598.624986589697,2009
7,7,EADS,Trans-European,15930,17900,59475,0.26784363177805803,15015.005390840233,16032.63297726924,2009
8,8,Finmeccanica,Italy,13280,13240,25244,0.5260655997464744,12492.473260338636,11903.272045943175,2009
9,9,L-3 Communications,United States,13010,12160,15615,0.8331732308677554,17755.383051126624,16536.34236029152,2009
10,11,United Technologies Corp.,United States,10640,9980,50649,0.21007324922505874,14520.92818324268,13571.767825305049,2009
11,10,Thales,France,10200,10760,17890,0.5701509223029626,9323.986187267314,9336.20326676071,2009
12,12,Science Applications International Corp.,United States,8030,7350,10846,0.7403651115618661,10958.933581902134,9995.239831261735,2009
13,14,Honeywell International,United States,5380,5310,29951,0.17962672364862609,7342.34902498549,7221.050816870722,2009
14,13,KBR,United States,4990,5730,12105,0.41222635274679886,6810.096958118513,7792.207378657107,2009
15,15,ITT Corporation,United States,4730,5170,10905,0.4337459880788629,6455.26224687386,7030.6652962752605,2009
16,24,General Electric,United States,4700,3650,156783,0.02997773993353871,6414.319780191785,4963.62250123882,2009
17,18,Computer Sciences Corp.,United States,4590,4200,16128,0.2845982142857143,6264.197402357509,5711.565617863848,2009
18,16,Rolls-Royce,United Kingdom,4260,4720,15747,0.27052771956563154,4669.85221785076,4470.584053058327,2009
19,22,Mitsubishi Heavy Industries,Japan,4170,3870,31430,0.13267578746420616,3164.783707084617,3200.4772942291365,2009
20,19,AM General,United States,3720,4040,. .,. .,5076.865868577328,5493.982165754749,2009
21,21,MBDA,Trans-European,3610,3880,3611,0.9997230684021047,3402.6471726888412,3475.229941441601,2009
22,23,DCNS,France,3340,3660,3342,0.9994015559545183,3053.1484181836104,3175.697393712286,2009
23,25,Textron,United States,3260,3420,10500,0.31047619047619046,4449.081379452175,4650.846288831991,2009
24,17,Almaz-Antey,Russia,3250,4340,3657,0.8887065901011758,3579.5219154702427,4178.730961956788,2009
25,29,Alliant Techsystems,United States,2810,2680,4808,0.5844425956738769,3834.944379221046,3644.5228228274077,2009
26,20,Navistar,United States,2800,3900,11569,0.24202610424410062,3821.296890327021,5303.596645159288,2009
27,36,CACI International,United States,2790,2400,3149,0.8859955541441727,3807.649401432996,3263.751781636485,2009
28,28,URS Corp.,United States,2780,2680,9249,0.3005730349226943,3794.001912538971,3644.5228228274077,2009
29,42,Oshkosh Corp.,United States,2770,2070,5180,0.5347490347490348,3780.3544236449457,2814.985911661468,2009
30,27,Safran,France,2750,2810,14511,0.18951140514092757,2513.819805390697,2438.172042713531,2009
31,35,United Aircraft Corp.,Russia,2710,2400,3106,0.8725048293625242,2984.770581822879,2310.8189651373946,2009
32,33,Elbit Systems,Israel,2700,2520,2832,0.9533898305084746,3705.2153855418137,3261.4364139921518,2009
33,34,Harris Corp.,United States,2700,2480,4725,0.5714285714285714,3684.8220013867704,3372.543507691034,2009
34,50,DynCorp International,United States,2650,1860,3572,0.7418812989921613,3616.584556916645,2529.407630768276,2009
35,26,Saab,Sweden,2640,3000,3220,0.8198757763975155,2459.3447245580155,2394.7691261182213,2009
36,39,Booz Allen Hamilton,United States,2640,2200,5123,0.5153230528986922,3602.9370680226198,2991.772466500111,2009
37,30,Rheinmetall,Germany,2640,2660,4750,0.5557894736842105,2564.0947247610497,2457.786028130023,2009
38,37,Rockwell Collins,United States,2580,2370,4470,0.5771812080536913,3521.052134658469,3222.9548843660286,2009
39,31,Agility,Kuwait,2490,2560,5925,0.42025316455696204,3409.1043454512705,3424.985856817038,2009
40,47,Cobham,United Kingdom,2260,1910,2929,0.7715944008193922,2477.4333362306847,1809.0710892672469,2009
